ID,제목,내용,카테고리,서브카테고리,캠퍼스,등록자,등록일,수정자,수정일
curriculum_23,식품영양전공(미래융합대학) 교육과정 로드맵,미래융합대학 바이오공학부 식품영양전공(24학번) 전공 교육과정 로드맵. 학년별 이수 교과목과 전공 교육과정 안내는 교육과정 로드맵 페이지에서 확인 가능합니다.,학사안내,교육과정,성남,Claude Upload Script,2026-02-09T11:25:34.520528+00:00,,
curriculum_24,식품생명공학전공(미래융합대학) 교육과정 로드맵,미래융합대학 바이오공학부 식품생명공학전공(24학번) 전공 교육과정 로드맵. 학년별 이수 교과목과 전공 교육과정 안내는 교육과정 로드맵 페이지에서 확인 가능합니다.,학사안내,교육과정,성남,Claude Upload Script,2026-02-09T11:25:34.520528+00:00,,
curriculum_25,안전공학전공(미래융합대학) 교육과정 로드맵,미래융합대학 바이오공학부 안전공학전공(24학번) 전공 교육과정 로드맵. 학년별 이수 교과목과 전공 교육과정 안내는 교육과정 로드맵 페이지에서 확인 가능합니다.,학사안내,교육과정,성남,Claude Upload Script,2026-02-09T11:25:34.520528+00:00,,
curriculum_26,화장품과학전공(미래융합대학) 교육과정 로드맵,미래융합대학 바이오공학부 화장품과학전공(24학번) 전공 교육과정 로드맵. 학년별 이수 교과목과 전공 교육과정 안내는 교육과정 로드맵 페이지에서 확인 가능합니다.,학사안내,교육과정,성남,Claude Upload Script,2026-02-09T11:25:34.520528+00:00,,
curriculum_27,의료공학전공(미래융합대학) 교육과정 로드맵,미래융합대학 스마트의료정보학부 의료공학전공(24학번) 전공 교육과정 로드맵. 학년별 이수 교과목과 전공 교육과정 안내는 교육과정 로드맵 페이지에서 확인 가능합니다.,학사안내,교육과정,성남,Claude Upload Script,2026-02-09T11:25:34.520528+00:00,,
curriculum_28,빅데이터인공지능전공(미래융합대학) 교육과정 로드맵,미래융합대학 스마트의료정보학부 빅데이터인공지능전공(24학번) 전공 교육과정 로드맵. 학년별 이수 교과목과 전공 교육과정 안내는 교육과정 로드맵 페이지에서 확인 가능합니다.,학사안내,교육과정,성남,Claude Upload Script,2026-02-09T11:25:34.520528+00:00,,
curriculum_29,의료경영전공(미래융합대학) 교육과정 로드맵,미래융합대학 스마트의료정보학부 의료경영전공(24학번) 전공 교육과정 로드맵. 학년별 이수 교과목과 전공 교육과정 안내는 교육과정 로드맵 페이지에서 확인 가능합니다.,학사안내,교육과정,성남,Claude Upload Script,2026-02-09T11:25:34.520528+00:00,,
curriculum_30,레저산업전공(미래융합대학) 교육과정 로드맵,미래융합대학 휴먼서비스학부 레저산업전공(24학번) 전공 교육과정 로드맵. 학년별 이수 교과목과 전공 교육과정 안내는 교육과정 로드맵 페이지에서 확인 가능합니다.,학사안내,교육과정,성남,Claude Upload Script,2026-02-09T11:25:34.520528+00:00,,
curriculum_31,뷰티아트전공(미래융합대학) 교육과정 로드맵,미래융합대학 휴먼서비스학부 뷰티아트전공(24학번) 전공 교육과정 로드맵. 학년별 이수 교과목과 전공 교육과정 안내는 교육과정 로드맵 페이지에서 확인 가능합니다.,학사안내,교육과정,성남,Claude Upload Script,2026-02-09T11:25:34.520528+00:00,,
curriculum_32,시각디자인전공(미래융합대학) 교육과정 로드맵,미래융합대학 휴먼서비스학부 시각디자인전공(24학번) 전공 교육과정 로드맵. 학년별 이수 교과목과 전공 교육과정 안내는 교육과정 로드맵 페이지에서 확인 가능합니다.,학사안내,교육과정,성남,Claude Upload Script,2026-02-09T11:25:34.520528+00:00,,
curriculum_33,장례산업전공(미래융합대학) 교육과정 로드맵,미래융합대학 휴먼서비스학부 장례산업전공(24학번) 전공 교육과정 로드맵. 학년별 이수 교과목과 전공 교육과정 안내는 교육과정 로드맵 페이지에서 확인 가능합니다.,학사안내,교육과정,성남,Claude Upload Script,2026-02-09T11:25:34.520528+00:00,,
curriculum_34,중독상담전공(미래융합대학) 교육과정 로드맵,미래융합대학 휴먼서비스학부 중독상담전공(24학번) 전공 교육과정 로드맵. 학년별 이수 교과목과 전공 교육과정 안내는 교육과정 로드맵 페이지에서 확인 가능합니다.,학사안내,교육과정,성남,Claude Upload Script,2026-02-09T11:25:34.520528+00:00,,
curriculum_35,사회복지전공(미래융합대학) 교육과정 로드맵,미래융합대학 휴먼서비스학부 사회복지전공(24학번) 전공 교육과정 로드맵. 학년별 이수 교과목과 전공 교육과정 안내는 교육과정 로드맵 페이지에서 확인 가능합니다.,학사안내,교육과정,성남,Claude Upload Script,2026-02-09T11:25:34.520528+00:00,,
curriculum_36,아동청소년상담전공(미래융합대학) 교육과정 로드맵,미래융합대학 휴먼서비스학부 아동청소년상담전공(24학번) 전공 교육과정 로드맵. 학년별 이수 교과목과 전공 교육과정 안내는 교육과정 로드맵 페이지에서 확인 가능합니다.,학사안내,교육과정,성남,Claude Upload Script,2026-02-09T11:25:34.520528+00:00,,
curriculum_37,빅데이터인공지능전공(첨단학부 25학번) 교육과정,첨단학부 빅데이터인공지능전공(25학번) 전공 교육과정. 학과 홈페이지에서 상세 교육과정 확인 가능합니다.,학사안내,교육과정,성남,Claude Upload Script,2026-02-09T11:25:34.520528+00:00,,
curriculum_38,자유전공학부(의정부) 교육과정,"자유전공학부 의정부캠퍼스 전공 교육과정. 자유전공학부는 첨단학부, 자연계열학부, 인문사회계열학부에서 주전공(제1전공)을 자유롭게 선택 가능합니다. 학과 홈페이지에서 상세 교육과정 확인 가능합니다.",학사안내,교육과정,의정부,Claude Upload Script,2026-02-09T11:25:34.520528+00:00,,
